id,name,lat,lon,category,subcategory,neighborhood,address,summary,price_range,kid_friendly,visited,rating,website,google_maps_url,tags,notes
stonehenge,Stonehenge,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (64,629 reviews)"
sutton-united,Sutton United,51.367328,-0.200741,attractions,football,London,,Football club in London,,true,,,,,sports|football,League Two (Level 4) Stadium: Gander Green Lane CLUB INFO: https://www.suttonunited.net
sweetings,Sweetings,,,restaurants,restaurant,,,,$$$,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.5/5 (315 reviews)
table-companions,table companions,,,restaurants,restaurant,Covent Garden,,,,,,,,,,
tamarind,Tamarind,,,restaurants,restaurant,Belgravia,,,,,,,,,,
tandoor-chophouse,Tandoor Chophouse,,,restaurants,restaurant,Belgravia,,best black dahl [noisy],,,,,,,,
tattershall-castle-is-also-popular-in-the-summer,Tattershall castle is also popular In the Summer,,,restaurants,pub,,,"it's a pub on a boat on the Thames, nice if the weather is good.",,,,,,,,
tayyabs,Tayyabs,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 3.9/5 (9,340 reviews)"
temper-soho,Temper SoHo,,,restaurants,restaurant,Belgravia,,Meat eater's dream .. Cheese burger tacos. Also best G& T with orange and,,,,,,,,
tewkesbury-battlefield,Tewkesbury Battlefield,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (296 reviews)
thames-ditton-miniature-railways,Thames Ditton Miniature Railways,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (283 reviews)
that-is-quaint-drink-in-the-alleyway-behind-too,that is quaint. Drink in the alleyway behind too,,,restaurants,restaurant,Belgravia,,,,,,,,,,
the-agc-museum,The AGC Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (8 reviews)
the-alfred-tennyson,The Alfred Tennyson,51.4996243,-0.1564424,restaurants,restaurant,Belgravia,,"same as Thomas Cubitt, just a little fancier ambiance. Private",,,,,,,,
the-alnwick-garden,The Alnwick Garden,,,attractions,garden,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (10,889 reviews)"
the-bald-faced-stag,The Bald Faced Stag,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (1,356 reviews)"
the-barbary,The Barbary,,,restaurants,wine-bar,Belgravia,,best meal in town!,,,,,,,,
the-barley-mow-marylebone,THE BARLEY MOW MARYLEBONE,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.4/5 (808 reviews)
the-bear-inn,The Bear Inn,,,restaurants,pub,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (650 reviews)
the-black-dog-beer-house,The Black Dog Beer House,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.8/5 (1,294 reviews)"
the-black-horse,The Black Horse,,,attractions,landmark,,91 Church St Whitby YO22 4BH United Kingdom,,,,,,,,source:Pubs,
the-blackfriar,The Blackfriar,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (7,048 reviews)"
the-blue-posts,The Blue Posts,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.2/5 (592 reviews)
the-botanist,The Botanist,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,440 reviews)"
the-british-library-euston,The British Library (Euston),51.5299119,-0.1276918,wmd-sites,radiological,,,"A location where Litvinenko had meetings around the time of his poisoning, with detected radiation traces.",,,,,,,,
the-british-museum,The British Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (170,980 reviews)"
the-carlton-tavern,The Carlton Tavern,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.6/5 (587 reviews)
the-churchill-arms-kensington,"The Churchill Arms, Kensington",,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (8,341 reviews)"
the-clarence,The Clarence,,,restaurants,pub,Belgravia,,Best fish & chips around. Good garden burger. Young's brewery,,,,,,,,
the-coal-hole,The Coal Hole,,,restaurants,restaurant,Belgravia,,,,,,,,,,
the-d-day-story,The D-Day Story,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,608 reviews)"
the-dawn-seal,The Dawn Seal,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,Google rating: 4.8/5 (113 reviews)
the-delauney,The Delauney,,,restaurants,cafe,Covent Garden,,"1920's style brasserie-style restaurant. Serves breakfast, lunch, and",,,,,,,,
the-deli-warehouse,The Deli Warehouse,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (164 reviews)
the-devonshire-grassington,The Devonshire Grassington,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.3/5 (1,597 reviews)"
the-dickens-inn,The Dickens Inn,,,restaurants,restaurant,,,,$$,,,,,,source:Pubs,"Google rating: 4.2/5 (9,124 reviews)"
the-dog-and-duck,The Dog And Duck,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (1,742 reviews)"
the-dove-hammersmith,"The Dove, Hammersmith",,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (2,940 reviews)"
the-duke-of-hamilton,The Duke of Hamilton,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.5/5 (706 reviews)
the-dusty-knuckle-bakery,The Dusty Knuckle Bakery,,,restaurants,bakery,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,523 reviews)"
the-eclipse-inn,The Eclipse Inn,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.3/5 (636 reviews)
the-engineer-s-house,The Engineer's House,,,restaurants,cocktail-bar,,,,$$,,,,,,source:UK 2023,Google rating: 4.5/5 (106 reviews)
the-faltering-fullback,The Faltering Fullback,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (3,356 reviews)"
the-fitzwilliam-museum,The Fitzwilliam Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (8,944 reviews)"
the-flask-highgate,"The Flask, Highgate",,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.4/5 (2,108 reviews)"
the-french-house,The French House,,,restaurants,restaurant,Belgravia,,Famous for the French resistance,,,,,,,,
the-grapes,The Grapes,,,restaurants,restaurant,Belgravia,,"Owned by Gandalf, for real",,,,,,,,
the-grazing-goat-pub-boutique-hotel-marylebone,The Grazing Goat Pub & Boutique Hotel Marylebone,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (2,257 reviews)"
the-great-glen-jd-wetherspoon,The Great Glen - JD Wetherspoon,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.0/5 (4,476 reviews)"
the-grenadier,The Grenadier,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (2,580 reviews)"
the-gurkha-museum,The Gurkha Museum,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (240 reviews)
the-hampstead-butcher-providore,The Hampstead Butcher & Providore,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.1/5 (189 reviews)
the-hand-marigold-free-house,The Hand & Marigold Free House,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.6/5 (280 reviews)
the-harp,The Harp,,,restaurants,restaurant,Belgravia,,"Renowned for its quaint and narrow inside, plus a good mix of beers. It has a tiny upstairs",,,,,,,,
the-harp-covent-garden,"The Harp, Covent Garden",,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (3,626 reviews)"
the-heffalump-trap,The Heffalump Trap,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (2 reviews)
the-historic-dockyard-chatham,The Historic Dockyard Chatham,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (5,595 reviews)"
the-hole-in-the-wall,The Hole In The Wall,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.1/5 (2,101 reviews)"
the-hoop-and-grapes,The Hoop and Grapes,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.6/5 (3,973 reviews)"
the-horniman-at-hays,The Horniman at Hays,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (9,901 reviews)"
the-hut-by-the-heath,The Hut by The Heath,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 5.0/5 (259 reviews)
the-jane-austen-centre,The Jane Austen Centre,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.2/5 (4,456 reviews)"
the-king-s-head-aylesbury,"The King's Head, Aylesbury",,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (1,024 reviews)"
the-lamb-flag-covent-garden,"The Lamb & Flag, Covent Garden",,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (5,037 reviews)"
the-lamb-inn,The Lamb Inn,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,113 reviews)"
the-lord-nelson-burnham-thorpe,"The Lord Nelson, Burnham Thorpe",,,restaurants,cocktail-bar,,,,$$,,,,,,source:Pubs,Google rating: 4.3/5 (318 reviews)
the-map-house,The Map House,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (126 reviews)
the-mavffower,The Mavffower,,,restaurants,pub,Belgravia,,"Supposedly where the mayflower departed; old-school pub, dark paneling, original",,,,,,,,
the-mayflower-pub,The Mayflower Pub,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.7/5 (5,629 reviews)"
the-mill-house,The Mill House,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (2,674 reviews)"
the-mill-pub,The Mill Pub,51.5510177,-0.2014191,wmd-sites,chemical,,,"After leaving their home, the Skripals visited the Mill Pub for drinks before heading to Zizzi Restaurant for a meal. Both locations were later found to be contaminated with traces of Novichok. Follow",,,,,,,,"ing the attack, the pub was sealed off and underwent extensive decontamination before reopening."
the-museum-of-english-rural-life,The Museum of English Rural Life,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (309 reviews)
the-northall-also-in-corinthia,The Northall (also in Corinthia),,,restaurants,restaurant,Whitehall/Charing Cross,,"also expensive and better for a few people, they have a",,,,,,,,
the-old-bell-tavern,The Old Bell Tavern,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (1,564 reviews)"
the-old-buttermarket,The Old Buttermarket,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.2/5 (1,362 reviews)"
the-olde-wine-shades,The Olde Wine Shades,,,restaurants,pub,Belgravia,,Probably the only pub to survive the great fire in 1666. Specializes in wines but,,,,,,,,
the-orange,The Orange,51.4905339,-0.1523463,restaurants,pub,Pimlico,,gastropub. Private room available.,,,,,,,,
the-original-cheddar-cheese-co,The Original Cheddar Cheese Co,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (127 reviews)
the-original-maids-of-honour,The Original Maids of Honour,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,"Google rating: 4.2/5 (1,319 reviews)"
the-oxenham-arms-restaurant,The Oxenham Arms Restaurant,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.7/5 (50 reviews)
the-parakeet-pub,The Parakeet Pub,,,restaurants,pub,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,040 reviews)"
the-pineapple,The Pineapple,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,793 reviews)"
the-plimsoll,The Plimsoll,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (1,064 reviews)"
the-polar-museum,The Polar Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (692 reviews)
the-pop-up-farm,The Pop Up Farm,,,kid-friendly,farm,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (396 reviews)
the-postal-museum,The Postal Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (5,511 reviews)"
the-pride-of-spitlefields,The Pride of Spitlefields,,,restaurants,restaurant,Belgravia,,"The Pride of Spitlefields (Jack the Ripper might have gone ••• Ver small, red carpet, what the brits",,,,,,,,
the-prince-s-head-richmond,"The Prince's Head, Richmond",,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,997 reviews)"
the-record-album,The Record Album,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (69 reviews)
the-red-lion,The Red Lion,51.5083234,-0.1364346,restaurants,pub,Belgravia,,"convenient, across from FCDO, good pies (steak and ale, etc)",,,,,,,,
the-red-lion-sun,The Red Lion & Sun,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,Google rating: 4.5/5 (997 reviews)
the-rifleman-s-museum,The Rifleman's Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (259 reviews)
the-roman-baths,The Roman Baths,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (38,733 reviews)"
the-rose-crown,The Rose & Crown,,,restaurants,gastropub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.3/5 (1,024 reviews)"
the-royal-logistic-corps-museum,The Royal Logistic Corps Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (267 reviews)
the-royal-navy-submarine-museum,The Royal Navy Submarine Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (3,194 reviews)"
the-royal-standard-of-england,The Royal Standard of England,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (2,917 reviews)"
the-scallop-shell,The Scallop Shell,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (3,000 reviews)"
the-seven-stars,The Seven Stars,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (1,236 reviews)"
the-sherlock-holmes-museum,The Sherlock Holmes Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.3/5 (21,447 reviews)"
the-ship-and-shovell,The Ship and Shovell,,,restaurants,restaurant,Belgravia,,"two sides of an alleyway, very good atmosphere, hosts events upstairs. Holland",,,,,,,,
the-spaniards-inn,The Spaniards Inn,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (6,462 reviews)"
the-speaker,The Speaker,,,restaurants,restaurant,Belgravia,,Famous for MPs,,,,,,,,
the-star-tavern-belgravia,"The Star Tavern, Belgravia",,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (1,279 reviews)"
the-tamil-crown,The Tamil Crown,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,203 reviews)"
the-tamil-prince,The Tamil Prince,,,restaurants,restaurant,,,,$$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (2,186 reviews)"
the-tank-museum,The Tank Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.9/5 (15,956 reviews)"
the-tea-garden,The Tea Garden,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,Google rating: 4.1/5 (665 reviews)
the-thomas-cubltt,The Thomas Cubltt,,,restaurants,pub,Belgravia,,gastropub. Seasonal menu. Private room available.,,,,,,,,
the-town-mill,The Town Mill,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (845 reviews)
the-trusty-servant-inn,The Trusty Servant Inn,,,restaurants,pub,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,665 reviews)"
the-vault-1894,The Vault 1894,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.2/5 (1,406 reviews)"
the-vintage-house,The Vintage House,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.1/5 (125 reviews)
the-waterway,The Waterway,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.2/5 (2,642 reviews)"
the-white-horse,The White Horse,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,361 reviews)"
the-william-morris-society,The William Morris Society,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (75 reviews)
the-windsor-castle,The Windsor Castle,,,restaurants,restaurant,Belgravia,,A bit further away but not by much. Sam Smiths,,,,,,,,
the-wolesley,The Wolesley,,,restaurants,cafe,Belgravia,,,,,,,,,,
the-wolseley,The Wolseley,,,restaurants,pub,Piccadilly/Regent Street,,"popular for breakfasts, nice for lunch, haven't done a dinner here.",,,,,,,,
the-woodbine,The Woodbine,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,Google rating: 4.6/5 (856 reviews)
the-world-of-james-herriot,The World Of James Herriot,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (2,568 reviews)"
thetravelmuseum,TheTravelMuseum,,,attractions,museum,,,,,,,,,,source:UK 2023,
tiger-s-diner,Tiger's Diner,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.8/5 (2,808 reviews)"
tintagel-castle,Tintagel Castle,,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (18,201 reviews)"
titanic-s-plaque,Titanic's Plaque,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.1/5 (19 reviews)
to-13-really-nice-set-menu-of-shared-small-plates-for-a-group-lots-of-food,to 13. Really nice set menu of shared small plates for a group. Lots of food,,,restaurants,restaurant,Piccadilly/Regent Street,,,,,,,,,,
tollingtons,Tollingtons,,,restaurants,restaurant,,,,,,,,,,source:Pubs,Google rating: 4.3/5 (313 reviews)
totally-break-the-bank,totally break the bank,,,restaurants,restaurant,Whitehall/Charing Cross,,,,,,,,,,
tottenham-hotspur,Tottenham Hotspur,51.604344,-0.065756,attractions,football,London,,Football club in London,,true,,,,,sports|football,Premier League (Level 1) Stadium: Tottenham Hotspur Stadium CLUB INFO: https://www.tottenhamhotspur.com
travis-emery-music-bookshop,Travis & Emery Music Bookshop,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (135 reviews)
trinity-hall-cambridge,Trinity Hall Cambridge,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (91 reviews)
tropical-birdland,Tropical Birdland,,,day-trips,countryside,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (5,337 reviews)"
university-college-hospital-euston-road,University College Hospital (Euston Road),51.5253098,-0.1367726,wmd-sites,radiological,,,"Where Litvinenko was admitted as his health deteriorated. Doctors confirmed polonium-210 poisoning, and he died here on November 23, 2006. Litvinenko's Home (Osier Crescent, Muswell Hill) - Found to b",,,,,,,,"e contaminated with polonium-210. His wife, Marina Litvinenko, later campaigned for justice."
university-museum-of-zoology,University Museum Of Zoology,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,232 reviews)"
ure-museum-of-greek-archaeology,Ure Museum of Greek Archaeology,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (76 reviews)
vagabond-wine-bar-for-drinks-when-you-re-sick-of-pubs,Vagabond wine bar for drinks when you're sick of pubs,,,restaurants,pub,Whitehall/St James's Park/Victoria,,outdoor space uncovered,,,,,,,,
veeraswamy,Veeraswamy,,,restaurants,restaurant,,,,$$$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.3/5 (2,269 reviews)"
victoria-and-albert-museum,Victoria and Albert Museum,,,attractions,gallery,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (66,199 reviews)"
vios-caf,Vios Café,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.8/5 (315 reviews)
volk-s-electric-railway,Volk's Electric Railway,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (745 reviews)
warwick-castle,Warwick Castle,,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (25,737 reviews)"
watford-fc,Watford FC,51.649959,-0.401569,attractions,football,London,,Football club in London,,true,,,,,sports|football,Championship (Level 2) Stadium: Vicarage Road CLUB INFO: https://www.watfordfc.com
wealdstone-fc,Wealdstone FC,51.580608,-0.442619,attractions,football,London,,Football club in London,,true,,,,,sports|football,National League (Level 5) Stadium: Grosvenor Vale CLUB INFO: https://www.wealdstone-fc.com
welford-park,Welford Park,,,attractions,park,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (611 reviews)
welling-united,Welling United,51.455813,0.101099,attractions,football,London,,Football club in London,,true,,,,,sports|football,National League South (Level 6) Stadium: Park View Road CLUB INFO: https://www.wellingunited.com
west-ham-united,West Ham United,51.538611,-0.016333,attractions,football,London,,Football club in London,,true,,,,,sports|football,Premier League (Level 1) Stadium: London Stadium CLUB INFO: https://www.whufc.com
west-reservoir-cafe,West Reservoir Cafe,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.4/5 (86 reviews)
westway-climbing,Westway Climbing,,,kid-friendly,sports,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (442 reviews)
whipple-museum-of-the-history-of-science,Whipple Museum of the History of Science,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (194 reviews)
whipsnade-zoo,Whipsnade Zoo,,,attractions,zoo,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (16,986 reviews)"
whitby-beach,Whitby Beach,,,day-trips,coast,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (6,985 reviews)"
white-cross,White Cross,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (3,115 reviews)"
white-swan,White Swan,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (1,847 reviews)"
white-wells,White Wells,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (236 reviews)
whitehall-proximity,Whitehall proximity,,,restaurants,pub,,,"best pubs to choose for liaison functions are The Clarence, Old Shades, Walkers, and the Admiralty",,,,,,,,
wild-honey,Wild Honey,,,restaurants,pub,Whitehall/Charing Cross,,[awarded 1 • in 2022] upscale restaurant. Private room available. The food,,,,,,,,
wild-honey-st-james,Wild Honey St James,,,restaurants,restaurant,,,,$$$$,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,031 reviews)"
wildwood-trust,Wildwood Trust,,,attractions,zoo,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (2,627 reviews)"
will-seat-8-later-at-night-there-s-a-dj-so-beware-that-vibe,"will seat 8. Later at night there's a DJ, so beware that vibe",,,restaurants,restaurant,Mayfair,,,,,,,,,,
wiltons-restaurant,Wiltons Restaurant,,,restaurants,restaurant,,,,$$$$,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.7/5 (762 reviews)
winchester-city-museum,Winchester City Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (345 reviews)
windows-the-route-from-the-tube-takes-you-on-a-walk-through-a-neighborhood,"windows, the route from the tube takes you on a walk through a neighborhood",,,restaurants,restaurant,Belgravia,,,,,,,,,,
wingate-and-finchley,Wingate and Finchley,51.610841,-0.180778,attractions,football,London,,Football club in London,,true,,,,,sports|football,Isthmian League Premier Division (Level 7) Stadium: Summers Lane CLUB INFO: https://www.wingatefinchley.com
winnie-the-pooh-house,Winnie The Pooh House,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (82 reviews)
wistman-s-wood,Wistman's Wood,,,day-trips,countryside,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (872 reviews)
wolvesey-castle-old-bishop-s-palace,Wolvesey Castle (Old Bishop's Palace),,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,028 reviews)"
wookey-hole-caves,Wookey Hole Caves,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (8,737 reviews)"
word-on-the-water-the-london-bookbarge,Word On The Water - The London Bookbarge,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (1,409 reviews)"
wordsworth-grasmere,Wordsworth Grasmere,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,270 reviews)"
would-call-a-boozer,would call a boozer),,,restaurants,restaurant,Belgravia,,,,,,,,,,
xtreme-falconry-at-dorset-falconry-park,Xtreme Falconry at Dorset Falconry Park,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.9/5 (482 reviews)
ye-olde-cheshire-cheese,Ye Olde Cheshire Cheese,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.4/5 (6,943 reviews)"
ye-olde-mitre,Ye Olde Mitre,,,restaurants,restaurant,Belgravia,,close second to Cheshire Cheese. No food,,,,,,,,
ye-olde-mitre-holborn,"Ye Olde Mitre, Holborn",,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.7/5 (3,164 reviews)"
york-minster,York Minster,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (23,409 reviews)"
young-v-a,Young V&A,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (5,893 reviews)"
zizzi-restaurant,Zizzi Restaurant,51.4089132,-0.3062389,wmd-sites,chemical,,,"Part of a UK-wide Italian restaurant chain, the restaurant was one of the last places the Skripals visited before they were found unconscious.  The Skripals dined at Zizzi in the afternoon. They were ",,,,,,,,"seen behaving normally while eating but began to show symptoms of poisoning soon after leaving the restaurant. Shortly after, they collapsed on a bench near The Maltings shopping area.Following the discovery that they had been poisoned with Novichok, Zizzi was immediately sealed off as a crime scene. Investigators found traces of the nerve agent at the restaurant, particularly on the tableware and chairs used by the Skripals. The contamination led to the restaurant's prolonged closure while it underwent deep cleaning and decontamination. The Maltings Bench (27 The Maltings)-   Shortly after 4:15 PM, passersby noticed them slumped on a bench in The Maltings shopping area.  Witnesses described Sergei Skripal as staring blankly, unresponsive, while Yulia was foaming at the mouth, appearing rigid and unconscious.  First responders initially treated the incident as a possible opioid overdose, given the Skripals' sudden collapse. Upon arrival at Salisbury District Hospital, doctors quickly realized their symptoms were not consistent with drug poisoning.   The UK government later confirmed they had been exposed to Novichok, a Soviet-era military-grade nerve agent."
